trajectory_id,source_trajectory_id,num_keyframes,duration_sec,start_raw_score,end_raw_score,score_gain,start_node_id,endpoint_node_id,path_xyz_length,net_xyz_distance,bbox_diag,max_xyz_step,mean_xyz_step,total_yaw_change,max_yaw_step,total_pitch_change,max_pitch_step,max_abs_score_step,physical_path_signature
scene_1_1_low_to_high_00045,scene_1_1_traj_00045,80,15.8,5.008178,7.127104,2.118926,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4820|10,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,36.229766,36.229766,,0.458605,0.458605,90.0,1.139241,0.0,0.0,0.083094,0b028af495bd797a0a2694e520e44fe858fc3186
scene_1_1_low_to_high_00046,scene_1_1_traj_00046,80,15.8,5.423015,7.127104,1.704089,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2005|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.174397,47.174397,,0.597145,0.597144,45.0,0.569621,0.0,0.0,0.066826,7f7c6d4944a72d8b0ea291bd1cca08e3df861506
scene_1_1_low_to_high_00047,scene_1_1_traj_00047,80,15.8,5.755369,7.127104,1.371735,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4780|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.56982,46.56982,,0.589492,0.589491,90.0,1.139241,0.0,0.0,0.053792,4c1e1b9b3f5e6263020a1e4ac5987e99a48cbaa2
scene_1_1_low_to_high_00048,scene_1_1_traj_00048,80,15.8,5.674868,7.127104,1.452236,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5238|29,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.607853,46.607853,,0.589974,0.589973,90.0,1.139241,0.0,0.0,0.056949,985d08e267e86e7aee554787f28f2f42e44412a5
scene_1_1_low_to_high_00049,scene_1_1_traj_00049,80,15.8,4.903409,7.127104,2.223695,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7566|29,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.659189,46.659189,,0.590624,0.590623,165.0,2.088608,45.0,0.569621,0.087202,489c293360b9327503395f3d384a50ca93af197b
scene_1_1_low_to_high_00050,scene_1_1_traj_00050,80,15.8,3.452195,7.127104,3.674909,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2067|94,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,37.003669,37.003669,,0.468401,0.468401,135.0,1.708861,90.0,1.139241,0.144112,5c0cfd50b261a5c7219596f325e99d5e0d851acb
scene_1_1_low_to_high_00051,scene_1_1_traj_00051,80,15.8,3.565301,7.127104,3.561803,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8987|94,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,37.068651,37.068651,,0.469224,0.469223,15.0,0.189874,45.0,0.569621,0.139676,700c18e9c68adf1bfa56923b8043e6d66f0665d2
scene_1_1_low_to_high_00052,scene_1_1_traj_00052,80,15.8,4.523354,7.127104,2.60375,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2059|94,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,37.003669,37.003669,,0.468401,0.468401,105.0,1.329114,45.0,0.569621,0.102106,7f6956f43f47a375c5dd4f1d9e9d9389665735c7
scene_1_1_low_to_high_00053,scene_1_1_traj_00053,80,15.8,3.545379,7.127104,3.581725,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1093|50,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.721495,46.721495,,0.591412,0.591411,135.0,1.708861,45.0,0.569621,0.140457,e32ab728a3ddaf180283cc47f29ff844bec8ec54
scene_1_1_low_to_high_00054,scene_1_1_traj_00054,80,15.8,4.064291,7.127104,3.062813,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8021|50,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.772977,46.772977,,0.592064,0.592063,105.0,1.329114,45.0,0.569621,0.120108,55472ac81eed1471f1c607610b08b0d62b96d8a9
scene_1_1_low_to_high_00055,scene_1_1_traj_00055,80,15.8,4.512534,7.127104,2.61457,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6637|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.174665,47.174665,,0.597149,0.597148,135.0,1.708861,45.0,0.569621,0.10253,fbb04eeb94fff64f881382155d1774783a2da82c
scene_1_1_low_to_high_00056,scene_1_1_traj_00056,80,15.8,4.054704,7.127104,3.0724,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7093|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.621199,46.621199,,0.590143,0.590142,135.0,1.708861,45.0,0.569621,0.120484,ca5cf9e6360e7be0c435791a5ed65f92f722c8ca
scene_1_1_low_to_high_00057,scene_1_1_traj_00057,80,15.8,3.102297,7.127104,4.024807,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2021|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.174397,47.174397,,0.597145,0.597144,105.0,1.329114,45.0,0.569621,0.157833,1c9c947f456fa11c927d793e3625b82749f68260
scene_1_1_low_to_high_00058,scene_1_1_traj_00058,80,15.8,4.591192,7.127104,2.535912,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4325|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.157567,47.157567,,0.596932,0.596931,105.0,1.329114,45.0,0.569621,0.099446,8a94f8ec7a6640a4f15ac47cfe65625ac98f4270
scene_1_1_low_to_high_00059,scene_1_1_traj_00059,80,15.8,4.855057,7.127104,2.272047,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8025|50,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.772977,46.772977,,0.592064,0.592063,15.0,0.189874,45.0,0.569621,0.089098,f42730b3097cf3e887ec7f1993ec751f4f4ab789
scene_1_1_low_to_high_00060,scene_1_1_traj_00060,80,15.8,3.920862,7.127104,3.206242,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4322|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.157567,47.157567,,0.596932,0.596931,75.0,0.949368,45.0,0.569621,0.125733,93accdeba648e925ee7ed8ae899331cf6087cdbd
scene_1_1_low_to_high_00061,scene_1_1_traj_00061,80,15.8,4.089296,7.127104,3.037808,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1090|50,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.721495,46.721495,,0.591412,0.591411,45.0,0.569621,45.0,0.569621,0.119128,a00a0a70bf013c101b55033b46a2d69d6ef13ac7
scene_1_1_low_to_high_00062,scene_1_1_traj_00062,80,15.8,4.093799,7.127104,3.033305,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8943|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.225386,47.225386,,0.597791,0.59779,15.0,0.189874,45.0,0.569621,0.118951,c575cfe2ddf0251f933cdd90091f452b67465e03
scene_1_1_low_to_high_00063,scene_1_1_traj_00063,80,15.8,4.112456,7.127104,3.014648,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7100|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.621199,46.621199,,0.590143,0.590142,75.0,0.949368,45.0,0.569621,0.118219,17973d38d780631cdbbc2f5a44607cd9ea60b175
scene_1_1_low_to_high_00064,scene_1_1_traj_00064,80,15.8,5.519058,7.127104,1.608046,scene_1|scene_1.1_y01_medium_dense_y01_0p60|158|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.569549,46.569549,,0.589489,0.589488,0.0,0.0,0.0,0.0,0.063059,c04ca4303f3c874dd1c4540c1982cec84cf9592c
scene_1_1_low_to_high_00065,scene_1_1_traj_00065,80,15.8,3.32103,7.127104,3.806074,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7150|10,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,36.295784,36.295784,,0.459441,0.45944,135.0,1.708861,90.0,1.139241,0.149255,9c218b29d860bf56d2c7f984b27112e6faa86e6d
scene_1_1_low_to_high_00066,scene_1_1_traj_00066,80,15.8,5.321067,7.127104,1.806037,scene_1|scene_1.1_y01_medium_dense_y01_0p60|183|9,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,41.399179,41.399179,,0.524041,0.52404,135.0,1.708861,0.0,0.0,0.070824,2256bbe6a5b42bc0ecc7aaf98edb9b0a54337107
scene_1_1_low_to_high_00067,scene_1_1_traj_00067,80,15.8,3.924641,7.127104,3.202463,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8941|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.225386,47.225386,,0.597791,0.59779,135.0,1.708861,45.0,0.569621,0.125585,7d1d7dfe02f4ca39d3fa9fb8ef3516884ad446ad
scene_1_1_low_to_high_00068,scene_1_1_traj_00068,80,15.8,3.853755,7.127104,3.273349,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2484|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.5525,46.5525,,0.589273,0.589272,165.0,2.088608,45.0,0.569621,0.128364,d240f1e13d0f2df9ee44afa36fc695a77b1e20b2
scene_1_1_low_to_high_00069,scene_1_1_traj_00069,80,15.8,5.2532,7.127104,1.873904,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8950|92,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,47.225386,47.225386,,0.597791,0.59779,45.0,0.569621,45.0,0.569621,0.073485,94ba2ce9aea3842583aa30a877fb072eed6f9450
scene_1_1_low_to_high_00070,scene_1_1_traj_00070,80,15.8,3.594843,7.127104,3.532261,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4785|8,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2666|17,46.56982,46.56982,,0.589492,0.589491,15.0,0.189874,45.0,0.569621,0.138518,3b363994dd9bf764c2ab8ccd0d32fb44c7f6f3af
