trajectory_id,num_keyframes,duration_sec,start_raw_score,end_raw_score,endpoint_node_id,endpoint_dataset_id,endpoint_sample_index,endpoint_point_index,path_xyz_length,net_xyz_distance,max_xyz_step,mean_xyz_step,total_yaw_change,max_yaw_step,total_pitch_change,max_pitch_step,max_abs_score_step,physical_path_signature
scene_1_1_traj_00576,80,15.8,7.127104,5.094763,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1101|51,scene_1.1_y01_medium_dense_y01_0p60,1101,51,41.570028,41.570028,0.526204,0.526203,135.0,1.708861,0.0,0.0,0.079698,7947019a4f8cc5253df8d0138d3b959a2a378328
scene_1_1_traj_00577,80,15.8,7.127104,4.794021,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8994|94,scene_1.1_y04_medium_dense_y04_4p39,8994,94,37.068651,37.068651,0.469224,0.469223,45.0,0.569621,45.0,0.569621,0.091492,9f0701b63fadb4add03da9613996700a362ce28d
scene_1_1_traj_00578,80,15.8,7.127104,2.956709,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7193|12,scene_1.1_y04_medium_dense_y04_4p39,7193,12,25.985954,25.985954,0.328937,0.328936,135.0,1.708861,90.0,1.139241,0.163542,5f09fb66682d2415f37dd0174f608090c59e4c67
scene_1_1_traj_00579,80,15.8,7.127104,5.640827,scene_1|scene_1.1_y01_medium_dense_y01_0p60|619|29,scene_1.1_y01_medium_dense_y01_0p60,619,29,46.607582,46.607582,0.58997,0.589969,45.0,0.569621,0.0,0.0,0.058284,9ae7f4884f51e9b38272499acf74b8e4bba2b97b
scene_1_1_traj_00580,80,15.8,7.127104,5.238472,scene_1|scene_1.1_y01_medium_dense_y01_0p60|621|29,scene_1.1_y01_medium_dense_y01_0p60,621,29,46.607582,46.607582,0.58997,0.589969,45.0,0.569621,0.0,0.0,0.074063,2bcc45b2657ea770b4b228d39de9b9243434818d
scene_1_1_traj_00581,80,15.8,7.127104,3.08153,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7194|12,scene_1.1_y04_medium_dense_y04_4p39,7194,12,25.985954,25.985954,0.328937,0.328936,135.0,1.708861,90.0,1.139241,0.158647,19c5f30c24d9f2e3f0d0c8e2e69bf961f59f72b5
scene_1_1_traj_00582,80,15.8,7.127104,5.233806,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3854|71,scene_1.1_y02_medium_dense_y02_1p86,3854,71,46.893811,46.893811,0.593593,0.593593,0.0,0.0,0.0,0.0,0.074246,7f800eb6bb7485e4eade70f2f00b974e70b289e9
scene_1_1_traj_00583,80,15.8,7.127104,3.153104,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2042|93,scene_1.1_y01_medium_dense_y01_0p60,2042,93,42.078414,42.078414,0.532639,0.532638,45.0,0.569621,45.0,0.569621,0.15584,87e80ed713d9472a47f62988c6db30a936cc69e5
scene_1_1_traj_00584,80,15.8,7.127104,5.744244,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3873|72,scene_1.1_y02_medium_dense_y02_1p86,3873,72,41.763604,41.763604,0.528654,0.528653,135.0,1.708861,0.0,0.0,0.054229,56d482c1df38c9b51fe1bc5364d5ab5ccafecfe2
scene_1_1_traj_00585,80,15.8,7.127104,5.641901,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2931|29,scene_1.1_y02_medium_dense_y02_1p86,2931,29,46.590547,46.590547,0.589755,0.589754,45.0,0.569621,0.0,0.0,0.058242,c29c363e12eab02d5bb59b1ad4d0f7685e2fff49
scene_1_1_traj_00586,80,15.8,7.127104,5.43901,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5702|50,scene_1.1_y03_medium_dense_y03_3p13,5702,50,46.721766,46.721766,0.591416,0.591415,0.0,0.0,0.0,0.0,0.066199,19c3e2aab5e847775e3c71093432a7dbe99e5d4e
scene_1_1_traj_00587,80,15.8,7.127104,4.05811,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6192|72,scene_1.1_y03_medium_dense_y03_3p13,6192,72,41.78291,41.78291,0.528898,0.528898,75.0,0.949368,45.0,0.569621,0.120351,9e59b719a2c445760b31f789b5b8125513e0f7e6
scene_1_1_traj_00588,80,15.8,7.127104,3.565055,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4837|10,scene_1.1_y03_medium_dense_y03_3p13,4837,10,36.229766,36.229766,0.458605,0.458605,105.0,1.329114,45.0,0.569621,0.139686,2ec44f2ad595f4c5042c38dacee551664a9e05dc
scene_1_1_traj_00589,80,15.8,7.127104,5.555341,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3392|50,scene_1.1_y02_medium_dense_y02_1p86,3392,50,46.704502,46.704502,0.591197,0.591196,0.0,0.0,0.0,0.0,0.061637,4ea1cfc4921a9c8b2fd3f1ac1c137dfff4f04991
scene_1_1_traj_00590,80,15.8,7.127104,5.621217,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5240|29,scene_1.1_y03_medium_dense_y03_3p13,5240,29,46.607853,46.607853,0.589974,0.589973,0.0,0.0,0.0,0.0,0.059053,4729100eae2fd418684c517be1681f8995f9efca
scene_1_1_traj_00591,80,15.8,7.127104,5.619846,scene_1|scene_1.1_y01_medium_dense_y01_0p60|620|29,scene_1.1_y01_medium_dense_y01_0p60,620,29,46.607582,46.607582,0.58997,0.589969,0.0,0.0,0.0,0.0,0.059107,992fb2e8e3b05d8d119ff15502716c648d59aba6
scene_1_1_traj_00592,80,15.8,7.127104,5.673848,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8032|51,scene_1.1_y04_medium_dense_y04_4p39,8032,51,41.627882,41.627882,0.526936,0.526935,90.0,1.139241,0.0,0.0,0.056989,7c7b1a23406c21ec62d060b72c103154347127ce
scene_1_1_traj_00593,80,15.8,7.127104,3.08648,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4343|93,scene_1.1_y02_medium_dense_y02_1p86,4343,93,42.059545,42.059545,0.5324,0.532399,135.0,1.708861,45.0,0.569621,0.158453,006502a5416c7841bcc4dd0c70cfcef4abfad29d
scene_1_1_traj_00594,80,15.8,7.127104,4.06347,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4349|93,scene_1.1_y02_medium_dense_y02_1p86,4349,93,42.059545,42.059545,0.5324,0.532399,135.0,1.708861,45.0,0.569621,0.12014,4507e7dadd0c4ff97bd2346a531422e812b34ea1
scene_1_1_traj_00595,80,15.8,7.127104,3.531169,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6656|93,scene_1.1_y03_medium_dense_y03_3p13,6656,93,42.078714,42.078714,0.532643,0.532642,45.0,0.569621,45.0,0.569621,0.141015,8aff4114551b0bd19cb3deeaa40db09c680decd4
scene_1_1_traj_00596,80,15.8,7.127104,3.298807,scene_1|scene_1.1_y01_medium_dense_y01_0p60|214|10,scene_1.1_y01_medium_dense_y01_0p60,214,10,36.229417,36.229417,0.4586,0.4586,75.0,0.949368,45.0,0.569621,0.150127,15110636da93b0c893193276d75a01f31af421ba
scene_1_1_traj_00597,80,15.8,7.127104,3.094419,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7139|10,scene_1.1_y04_medium_dense_y04_4p39,7139,10,36.295784,36.295784,0.459441,0.45944,15.0,0.189874,45.0,0.569621,0.158142,c88c54aea2805a17d5b6fcb39124dd014a1de80d
scene_1_1_traj_00598,80,15.8,7.127104,4.34152,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3888|72,scene_1.1_y02_medium_dense_y02_1p86,3888,72,41.763604,41.763604,0.528654,0.528653,75.0,0.949368,45.0,0.569621,0.109237,62ff445ede03a2fbd2d673de1e83e36652a71dc7
scene_1_1_traj_00599,80,15.8,7.127104,3.842476,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7602|31,scene_1.1_y04_medium_dense_y04_4p39,7602,31,36.34457,36.34457,0.460058,0.460058,45.0,0.569621,45.0,0.569621,0.128807,8d89bcd5619c8591a57c3fc33d795d20703ac747
scene_1_1_traj_00600,80,15.8,7.127104,4.263671,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7144|10,scene_1.1_y04_medium_dense_y04_4p39,7144,10,36.295784,36.295784,0.459441,0.45944,75.0,0.949368,45.0,0.569621,0.112289,0c5311f2275050949183e10d08e5dfdaeda71cc4
scene_1_1_traj_00601,80,15.8,7.127104,4.249238,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4373|94,scene_1.1_y02_medium_dense_y02_1p86,4373,94,36.982211,36.982211,0.46813,0.468129,15.0,0.189874,45.0,0.569621,0.112856,9dc47e15dbf3d0787c66fa2c56577f434824c50e
scene_1_1_traj_00602,80,15.8,7.127104,3.802516,scene_1|scene_1.1_y01_medium_dense_y01_0p60|192|9,scene_1.1_y01_medium_dense_y01_0p60,192,9,41.399179,41.399179,0.524041,0.52404,75.0,0.949368,45.0,0.569621,0.130374,e6958a8d5f05bb657c6a98862330cc22696080d3
scene_1_1_traj_00603,80,15.8,7.127104,5.461915,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2468|8,scene_1.1_y02_medium_dense_y02_1p86,2468,8,46.5525,46.5525,0.589273,0.589272,0.0,0.0,0.0,0.0,0.0653,2098b25a9d709a55f45eca7e73ab7b2cac091495
scene_1_1_traj_00604,80,15.8,7.127104,5.398168,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4336|93,scene_1.1_y02_medium_dense_y02_1p86,4336,93,42.059545,42.059545,0.5324,0.532399,90.0,1.139241,0.0,0.0,0.0678,1466660830c6c6ba7200229f67c3a44bb615e0eb
scene_1_1_traj_00605,80,15.8,7.127104,4.427086,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2949|30,scene_1.1_y02_medium_dense_y02_1p86,2949,30,41.422798,41.422798,0.52434,0.524339,135.0,1.708861,0.0,0.0,0.105881,b0e3a3ae6c1371aba3165e0e54d080b27f55e6f9
scene_1_1_traj_00606,80,15.8,7.127104,4.779724,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7384|21,scene_1.1_y04_medium_dense_y04_4p39,7384,21,20.844112,20.844112,0.26385,0.26385,165.0,2.088608,45.0,0.569621,0.092052,4f1b533bde0e6e33a0c96b9e4eb3831d297855e2
scene_1_1_traj_00607,80,15.8,7.127104,3.934987,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7390|21,scene_1.1_y04_medium_dense_y04_4p39,7390,21,20.844112,20.844112,0.26385,0.26385,165.0,2.088608,45.0,0.569621,0.125179,34c9a7a3e50245afd8275c48df1280ff637aa6f4
scene_1_1_traj_00608,80,15.8,7.127104,2.829639,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1599|73,scene_1.1_y01_medium_dense_y01_0p60,1599,73,36.666946,36.666946,0.464139,0.464139,135.0,1.708861,45.0,0.569621,0.168525,7919a664d8b719f92e8e22be034b06c08d63d8b2
scene_1_1_traj_00609,80,15.8,7.127104,4.173123,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7115|9,scene_1.1_y04_medium_dense_y04_4p39,7115,9,41.457271,41.457271,0.524776,0.524776,135.0,1.708861,45.0,0.569621,0.11584,dc41f9d18e96d0d49069da1c52c813165aa0b3f6
scene_1_1_traj_00610,80,15.8,7.127104,4.481903,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5268|30,scene_1.1_y03_medium_dense_y03_3p13,5268,30,41.442262,41.442262,0.524586,0.524586,75.0,0.949368,45.0,0.569621,0.103732,292d6ff09575cd4955748301fc6622006ab7f175
scene_1_1_traj_00611,80,15.8,7.127104,4.47242,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2037|93,scene_1.1_y01_medium_dense_y01_0p60,2037,93,42.078414,42.078414,0.532639,0.532638,105.0,1.329114,45.0,0.569621,0.104103,7a767cba2bc3a2fb27461b34fb6c527f5d7a0f8e
scene_1_1_traj_00612,80,15.8,7.127104,4.304166,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3424|51,scene_1.1_y02_medium_dense_y02_1p86,3424,51,41.550928,41.550928,0.525962,0.525961,165.0,2.088608,45.0,0.569621,0.110702,32cfc561d95a8ab11871e5e73a9a936752be0e17
scene_1_1_traj_00613,80,15.8,7.127104,3.556694,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7580|30,scene_1.1_y04_medium_dense_y04_4p39,7580,30,41.499989,41.499989,0.525317,0.525316,45.0,0.569621,45.0,0.569621,0.140014,9068dce82032c23943278910ed5d6bba9044e831
scene_1_1_traj_00614,80,15.8,7.127104,5.718865,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2515|10,scene_1.1_y02_medium_dense_y02_1p86,2515,10,36.2075,36.2075,0.458323,0.458323,135.0,1.708861,0.0,0.0,0.055224,df886e5581d7db9bc0a9821307768feee06473ea
scene_1_1_traj_00615,80,15.8,7.127104,5.463305,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6188|72,scene_1.1_y03_medium_dense_y03_3p13,6188,72,41.78291,41.78291,0.528898,0.528898,90.0,1.139241,0.0,0.0,0.065246,6d04c92942a18dc004e7e47d64524dfa321ac7fc
scene_1_1_traj_00616,80,15.8,7.127104,4.602666,scene_1|scene_1.1_y01_medium_dense_y01_0p60|190|9,scene_1.1_y01_medium_dense_y01_0p60,190,9,41.399179,41.399179,0.524041,0.52404,165.0,2.088608,45.0,0.569621,0.098996,7a0f66786ed7855e08166e54e94675c1461040ed
scene_1_1_traj_00617,80,15.8,7.127104,4.46199,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4351|93,scene_1.1_y02_medium_dense_y02_1p86,4351,93,42.059545,42.059545,0.5324,0.532399,15.0,0.189874,45.0,0.569621,0.104512,fcf41eafa1b664e2eba24168e3f759722ddc3b1f
scene_1_1_traj_00618,80,15.8,7.127104,4.29391,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4833|10,scene_1.1_y03_medium_dense_y03_3p13,4833,10,36.229766,36.229766,0.458605,0.458605,135.0,1.708861,45.0,0.569621,0.111104,e95bc437db1e5af3ce9ebbbcb8116cef137b1009
scene_1_1_traj_00619,80,15.8,7.127104,4.70153,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2057|94,scene_1.1_y01_medium_dense_y01_0p60,2057,94,37.003669,37.003669,0.468401,0.468401,15.0,0.189874,45.0,0.569621,0.095119,89dff81725bd46c0b2af152a4c514659da3f926a
scene_1_1_traj_00620,80,15.8,7.127104,3.84987,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2988|31,scene_1.1_y02_medium_dense_y02_1p86,2988,31,36.256404,36.256404,0.458942,0.458942,45.0,0.569621,45.0,0.569621,0.128517,12394b7689c03c280260a3cbfe968ec2c6c663d5
scene_1_1_traj_00621,80,15.8,7.127104,4.416472,scene_1|scene_1.1_y01_medium_dense_y01_0p60|450|21,scene_1.1_y01_medium_dense_y01_0p60,450,21,20.728331,20.728331,0.262384,0.262384,75.0,0.949368,45.0,0.569621,0.106297,f32e5bf80fc7b9191b1766eb48316d2a23b63878
scene_1_1_traj_00622,80,15.8,7.127104,2.976533,scene_1|scene_1.1_y01_medium_dense_y01_0p60|456|21,scene_1.1_y01_medium_dense_y01_0p60,456,21,20.728331,20.728331,0.262384,0.262384,75.0,0.949368,45.0,0.569621,0.162765,9ed1a84b04a135d627bd4d210d5e27dc8662ae82
scene_1_1_traj_00623,80,15.8,7.127104,3.654344,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2964|30,scene_1.1_y02_medium_dense_y02_1p86,2964,30,41.422798,41.422798,0.52434,0.524339,75.0,0.949368,45.0,0.569621,0.136184,07c4a9b510d265f0de90b4c272958f724956d523
scene_1_1_traj_00624,80,15.8,7.127104,3.89878,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7117|9,scene_1.1_y04_medium_dense_y04_4p39,7117,9,41.457271,41.457271,0.524776,0.524776,15.0,0.189874,45.0,0.569621,0.126599,f4a1c5a7e86d10d1fc4e613caa1b695f513aded4
scene_1_1_traj_00625,80,15.8,7.127104,4.059371,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8970|93,scene_1.1_y04_medium_dense_y04_4p39,8970,93,42.135569,42.135569,0.533362,0.533362,75.0,0.949368,45.0,0.569621,0.120301,6d3cb4a767981c7f9131530700b8284b33aec735
scene_1_1_traj_00626,80,15.8,7.127104,3.406259,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3890|72,scene_1.1_y02_medium_dense_y02_1p86,3890,72,41.763604,41.763604,0.528654,0.528653,45.0,0.569621,45.0,0.569621,0.145913,f53ddb86ae476a7d85ee4cd978daf21d518f99f0
scene_1_1_traj_00627,80,15.8,7.127104,4.670903,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2029|93,scene_1.1_y01_medium_dense_y01_0p60,2029,93,42.078414,42.078414,0.532639,0.532638,45.0,0.569621,0.0,0.0,0.09632,d12c1cdde99adc9db26597131bb7702f64ce7356
scene_1_1_traj_00628,80,15.8,7.127104,3.508539,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2506|9,scene_1.1_y02_medium_dense_y02_1p86,2506,9,41.38,41.38,0.523798,0.523797,165.0,2.088608,45.0,0.569621,0.141902,17421c6aee95b2d8bc4c10bfa41c13d81792cc54
scene_1_1_traj_00629,80,15.8,7.127104,4.830262,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5273|30,scene_1.1_y03_medium_dense_y03_3p13,5273,30,41.442262,41.442262,0.524586,0.524586,135.0,1.708861,45.0,0.569621,0.090071,5ab66cc403b94975b53f89dffde132988d8700b8
scene_1_1_traj_00630,80,15.8,7.127104,4.263215,scene_1|scene_1.1_y04_medium_dense_y04_4p39|7146|10,scene_1.1_y04_medium_dense_y04_4p39,7146,10,36.295784,36.295784,0.459441,0.45944,45.0,0.569621,45.0,0.569621,0.112307,79f11f32ff026550bb84bd7b24c51d8de5b47c4b
scene_1_1_traj_00631,80,15.8,7.127104,2.868903,scene_1|scene_1.1_y01_medium_dense_y01_0p60|194|9,scene_1.1_y01_medium_dense_y01_0p60,194,9,41.399179,41.399179,0.524041,0.52404,45.0,0.569621,45.0,0.569621,0.166985,ef35c72e7d0be957be3b289310959e4336968b4f
scene_1_1_traj_00632,80,15.8,7.127104,5.335356,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6645|93,scene_1.1_y03_medium_dense_y03_3p13,6645,93,42.078714,42.078714,0.532643,0.532642,135.0,1.708861,0.0,0.0,0.070263,9317d07e5db100fef786003973e5e8740e8806bd
scene_1_1_traj_00633,80,15.8,7.127104,5.70041,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6651|93,scene_1.1_y03_medium_dense_y03_3p13,6651,93,42.078714,42.078714,0.532643,0.532642,135.0,1.708861,0.0,0.0,0.055948,b3ca9be03ecf0a4fe0c7c5a4dd592a38d6d0786d
scene_1_1_traj_00634,80,15.8,7.127104,4.451943,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6193|72,scene_1.1_y03_medium_dense_y03_3p13,6193,72,41.78291,41.78291,0.528898,0.528898,15.0,0.189874,45.0,0.569621,0.104906,f74c4b4113f24cbc881925168bef3f7edd5e3545
scene_1_1_traj_00635,80,15.8,7.127104,4.689929,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6199|72,scene_1.1_y03_medium_dense_y03_3p13,6199,72,41.78291,41.78291,0.528898,0.528898,15.0,0.189874,45.0,0.569621,0.095574,85cc98d2c8284e73258cbc53485b5f5a020ede25
scene_1_1_traj_00636,80,15.8,7.127104,4.787911,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2518|10,scene_1.1_y02_medium_dense_y02_1p86,2518,10,36.2075,36.2075,0.458323,0.458323,75.0,0.949368,45.0,0.569621,0.091731,b98239a4d0235e87e68136d1cf2392c202723dc7
scene_1_1_traj_00637,80,15.8,7.127104,4.845838,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8497|72,scene_1.1_y04_medium_dense_y04_4p39,8497,72,41.840167,41.840167,0.529623,0.529622,45.0,0.569621,0.0,0.0,0.08946,2ffd719724ca2cee1f100d4578833c3e45ed4536
scene_1_1_traj_00638,80,15.8,7.127104,5.554495,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4341|93,scene_1.1_y02_medium_dense_y02_1p86,4341,93,42.059545,42.059545,0.5324,0.532399,135.0,1.708861,0.0,0.0,0.06167,5946a2a6abb239024a9dc04c281fe01da7f54fde
scene_1_1_traj_00639,80,15.8,7.127104,5.166678,scene_1|scene_1.1_y04_medium_dense_y04_4p39|9022|96,scene_1.1_y04_medium_dense_y04_4p39,9022,96,27.054957,27.054957,0.342469,0.342468,90.0,1.139241,0.0,0.0,0.076878,2f5ef493638d4086954a83286a322441a70d2171
scene_1_1_traj_00640,80,15.8,7.127104,5.817153,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5260|30,scene_1.1_y03_medium_dense_y03_3p13,5260,30,41.442262,41.442262,0.524586,0.524586,90.0,1.139241,0.0,0.0,0.05137,381366a3628e624c39e6d4fa9f78b4e017499ec9
scene_1_1_traj_00641,80,15.8,7.127104,4.556958,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8031|51,scene_1.1_y04_medium_dense_y04_4p39,8031,51,41.627882,41.627882,0.526936,0.526935,135.0,1.708861,0.0,0.0,0.100788,04844bfaa4b57e66fb8e01a27dd1896c684f65a5
scene_1_1_traj_00642,80,15.8,7.127104,4.710803,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1134|52,scene_1.1_y01_medium_dense_y01_0p60,1134,52,36.424523,36.424523,0.46107,0.46107,45.0,0.569621,45.0,0.569621,0.094755,e6aaa0c738066defa67311c892f03e6162525447
scene_1_1_traj_00643,80,15.8,7.127104,5.611271,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4386|95,scene_1.1_y02_medium_dense_y02_1p86,4386,95,31.935437,31.935437,0.404247,0.404246,180.0,2.278482,0.0,0.0,0.059443,ec12235ea5443afa968d3283fb7f46af94f31d8c
scene_1_1_traj_00644,80,15.8,7.127104,3.051784,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8513|72,scene_1.1_y04_medium_dense_y04_4p39,8513,72,41.840167,41.840167,0.529623,0.529622,135.0,1.708861,90.0,1.139241,0.159814,8b509b777f2d8b4be02e6686e83dc7c0940833b3
scene_1_1_traj_00645,80,15.8,7.127104,3.182245,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8514|72,scene_1.1_y04_medium_dense_y04_4p39,8514,72,41.840167,41.840167,0.529623,0.529622,135.0,1.708861,90.0,1.139241,0.154698,c9cb5ed2897dabe79904c2148524e22148c296d1
scene_1_1_traj_00646,80,15.8,7.127104,4.08372,scene_1|scene_1.1_y02_medium_dense_y02_1p86|2966|30,scene_1.1_y02_medium_dense_y02_1p86,2966,30,41.422798,41.422798,0.52434,0.524339,45.0,0.569621,45.0,0.569621,0.119346,274550a57cf285026755882894b156d4029b6299
scene_1_1_traj_00647,80,15.8,7.127104,4.706839,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8972|93,scene_1.1_y04_medium_dense_y04_4p39,8972,93,42.135569,42.135569,0.533362,0.533362,45.0,0.569621,45.0,0.569621,0.094911,c821a5cac75f958fdacde609c7df33f1c5e04ac6
scene_1_1_traj_00648,80,15.8,7.127104,3.24507,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6666|93,scene_1.1_y03_medium_dense_y03_3p13,6666,93,42.078714,42.078714,0.532643,0.532642,135.0,1.708861,90.0,1.139241,0.152234,c62c563745f6823fec4b17090b30cc62e82ae8a2
scene_1_1_traj_00649,80,15.8,7.127104,3.255243,scene_1|scene_1.1_y01_medium_dense_y01_0p60|2045|93,scene_1.1_y01_medium_dense_y01_0p60,2045,93,42.078414,42.078414,0.532639,0.532638,135.0,1.708861,90.0,1.139241,0.151835,a96f7cb868f87332e48ce9747e16cdb0fac4c268
scene_1_1_traj_00650,80,15.8,7.127104,5.519151,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6668|94,scene_1.1_y03_medium_dense_y03_3p13,6668,94,37.004011,37.004011,0.468406,0.468405,90.0,1.139241,0.0,0.0,0.063056,fb3b61d9a61526972316ba3b99e70d3f662c345c
scene_1_1_traj_00651,80,15.8,7.127104,4.487999,scene_1|scene_1.1_y02_medium_dense_y02_1p86|4344|93,scene_1.1_y02_medium_dense_y02_1p86,4344,93,42.059545,42.059545,0.5324,0.532399,75.0,0.949368,45.0,0.569621,0.103492,2f36c0fff10409bf1edb18c0d05f81a1947e83b6
scene_1_1_traj_00652,80,15.8,7.127104,4.325242,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3427|51,scene_1.1_y02_medium_dense_y02_1p86,3427,51,41.550928,41.550928,0.525962,0.525961,15.0,0.189874,45.0,0.569621,0.109875,5b5fded38300d7900db28a0e96140e62b0e512e0
scene_1_1_traj_00653,80,15.8,7.127104,3.866275,scene_1|scene_1.1_y03_medium_dense_y03_3p13|5269|30,scene_1.1_y03_medium_dense_y03_3p13,5269,30,41.442262,41.442262,0.524586,0.524586,15.0,0.189874,45.0,0.569621,0.127873,08aef1459d5c1391d95e4512ae546c09b9cde39e
scene_1_1_traj_00654,80,15.8,7.127104,3.281172,scene_1|scene_1.1_y01_medium_dense_y01_0p60|655|30,scene_1.1_y01_medium_dense_y01_0p60,655,30,41.441957,41.441957,0.524582,0.524582,15.0,0.189874,45.0,0.569621,0.150818,aee85740849bae6bf69b89270c5ba246c0f7c3b5
scene_1_1_traj_00655,80,15.8,7.127104,4.373393,scene_1|scene_1.1_y02_medium_dense_y02_1p86|3423|51,scene_1.1_y02_medium_dense_y02_1p86,3423,51,41.550928,41.550928,0.525962,0.525961,105.0,1.329114,45.0,0.569621,0.107987,e34e5973133f8b43a94f7036798f5d3aaa29cd2a
scene_1_1_traj_00656,80,15.8,7.127104,4.380619,scene_1|scene_1.1_y03_medium_dense_y03_3p13|4815|9,scene_1.1_y03_medium_dense_y03_3p13,4815,9,41.399484,41.399484,0.524045,0.524044,105.0,1.329114,45.0,0.569621,0.107703,498a3bed2ddde96a077966f76c8d3dd0fbb8ad77
scene_1_1_traj_00657,80,15.8,7.127104,4.754709,scene_1|scene_1.1_y03_medium_dense_y03_3p13|6686|94,scene_1.1_y03_medium_dense_y03_3p13,6686,94,37.004011,37.004011,0.468406,0.468405,165.0,2.088608,45.0,0.569621,0.093033,a93f9f0e20f9224ce8215765f961ddfd1ce06030
scene_1_1_traj_00658,80,15.8,7.127104,5.807556,scene_1|scene_1.1_y01_medium_dense_y01_0p60|1591|73,scene_1.1_y01_medium_dense_y01_0p60,1591,73,36.666946,36.666946,0.464139,0.464139,135.0,1.708861,0.0,0.0,0.051746,162541002fc0f05e89f72b805009a92802b8b593
scene_1_1_traj_00659,80,15.8,7.127104,3.35091,scene_1|scene_1.1_y01_medium_dense_y01_0p60|184|9,scene_1.1_y01_medium_dense_y01_0p60,184,9,41.399179,41.399179,0.524041,0.52404,180.0,2.278482,0.0,0.0,0.148084,00eaa1f1d0609d8f541330dfa4465095584cef4c
scene_1_1_traj_00660,80,15.8,7.127104,3.197737,scene_1|scene_1.1_y04_medium_dense_y04_4p39|8052|51,scene_1.1_y04_medium_dense_y04_4p39,8052,51,41.627882,41.627882,0.526936,0.526935,135.0,1.708861,90.0,1.139241,0.15409,ca60386f5ae75c482cb4b6d9ebb7bf2cfd598d97
scene_1_1_traj_00661,80,15.8,7.127104,2.883455,scene_1|scene_1.1_y01_medium_dense_y01_0p60|195|9,scene_1.1_y01_medium_dense_y01_0p60,195,9,41.399179,41.399179,0.524041,0.52404,105.0,1.329114,45.0,0.569621,0.166415,d899996be37bcfefa2bdeece1e8e007753cf547c
