trajectory_id,max_mid_nearest_legal_xyz_dist,mean_mid_nearest_legal_xyz_dist,p95_mid_nearest_legal_xyz_dist,max_any_nearest_legal_xyz_dist,mid_keyframe_frac_gt_0.5m,mid_keyframe_frac_gt_1m,mid_keyframe_frac_gt_1.5m,mid_keyframe_frac_gt_2m,mid_keyframe_frac_gt_2.5m,risk_label
scene_1_1_traj_00030,2.6109064835932005,1.3850331232339173,2.4428090022388873,2.6109064835932005,0.8974358974358975,0.6153846153846154,0.4358974358974359,0.23076923076923078,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00031,2.6241471713419533,1.514842998840002,2.5745391434585,2.6241471713419533,0.9743589743589743,0.7435897435897436,0.5128205128205128,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00032,2.577889023486079,1.3855026201681393,2.4768172727836615,2.577889023486079,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00033,2.7451306198028127,1.506484224867335,2.4906638714103573,2.7451306198028127,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00034,2.6362319387039856,1.5065988365072667,2.528950205668676,2.6362319387039856,0.9487179487179487,0.717948717948718,0.48717948717948717,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00035,2.6071921404856315,1.3854959740194857,2.4376246009424176,2.6071921404856315,0.8717948717948718,0.6410256410256411,0.46153846153846156,0.23076923076923078,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00036,2.601860939783104,1.5134326087698013,2.5794576818428148,2.601860939783104,0.9487179487179487,0.717948717948718,0.46153846153846156,0.3076923076923077,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00037,2.615368889357288,1.3845759066565488,2.4510110089877153,2.615368889357288,0.9230769230769231,0.6923076923076923,0.46153846153846156,0.2564102564102564,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00038,2.577889023486079,1.3855026201681393,2.4768172727836615,2.577889023486079,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00039,2.7337228283366644,1.5067911152405982,2.465915390678034,2.7337228283366644,0.9487179487179487,0.7435897435897436,0.46153846153846156,0.2564102564102564,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00040,2.6883687373405487,1.5108169005642245,2.4892285757496673,2.6883687373405487,0.9743589743589743,0.717948717948718,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00041,2.686264382656706,1.4552269229614259,2.4723717093163136,2.686264382656706,0.9487179487179487,0.717948717948718,0.48717948717948717,0.2564102564102564,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00042,2.6559361121211134,1.451840873900022,2.4802593163800046,2.6559361121211134,0.9487179487179487,0.6666666666666666,0.48717948717948717,0.2564102564102564,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00043,2.60260946635968,1.514282472725992,2.579627467465758,2.60260946635968,0.9743589743589743,0.7435897435897436,0.46153846153846156,0.3076923076923077,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00044,2.56987910891544,1.4558974154115378,2.5556587307098217,2.56987910891544,0.9230769230769231,0.6666666666666666,0.46153846153846156,0.2564102564102564,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00045,2.5680959117311044,1.3855053559465986,2.4524540643096917,2.5680959117311044,0.8717948717948718,0.6410256410256411,0.46153846153846156,0.23076923076923078,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00046,2.601860939783104,1.5134326087698013,2.5794576818428148,2.601860939783104,0.9487179487179487,0.717948717948718,0.46153846153846156,0.3076923076923077,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00047,2.577889023486079,1.3855026201681393,2.4768172727836615,2.577889023486079,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00048,2.6306539953956336,1.5068205936282537,2.555643855690109,2.6306539953956336,0.9743589743589743,0.7948717948717948,0.5384615384615384,0.3076923076923077,0.10256410256410256,very_high_proxy_risk
scene_1_1_traj_00049,2.667392557067477,1.5136661878306827,2.5423537825861278,2.667392557067477,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.2692307692307692,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00050,2.6472877052728987,1.5131981564254497,2.5045243073270695,2.6472877052728987,0.9487179487179487,0.717948717948718,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00051,2.6359140506560625,1.5148060784563389,2.515679059841056,2.6359140506560625,0.9743589743589743,0.717948717948718,0.46153846153846156,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00052,2.6472877052728987,1.5131981564254497,2.5045243073270695,2.6472877052728987,0.9487179487179487,0.717948717948718,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00053,2.709084221379249,1.514126552179139,2.5155066198222813,2.709084221379249,0.9743589743589743,0.717948717948718,0.48717948717948717,0.2564102564102564,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00054,2.7451306198028127,1.506484224867335,2.4906638714103573,2.7451306198028127,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00055,2.60260946635968,1.514282472725992,2.579627467465758,2.60260946635968,0.9743589743589743,0.7435897435897436,0.46153846153846156,0.3076923076923077,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00056,2.615368889357288,1.3845759066565488,2.4510110089877153,2.615368889357288,0.9230769230769231,0.6923076923076923,0.46153846153846156,0.2564102564102564,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00057,2.601860939783104,1.5134326087698013,2.5794576818428148,2.601860939783104,0.9487179487179487,0.717948717948718,0.46153846153846156,0.3076923076923077,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00058,2.56987910891544,1.4558974154115378,2.5556587307098217,2.56987910891544,0.9230769230769231,0.6666666666666666,0.46153846153846156,0.2564102564102564,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00059,2.7451306198028127,1.506484224867335,2.4906638714103573,2.7451306198028127,0.9743589743589743,0.7692307692307693,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00060,2.56987910891544,1.4558974154115378,2.5556587307098217,2.56987910891544,0.9230769230769231,0.6666666666666666,0.46153846153846156,0.2564102564102564,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00061,2.709084221379249,1.514126552179139,2.5155066198222813,2.709084221379249,0.9743589743589743,0.717948717948718,0.48717948717948717,0.2564102564102564,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00062,2.6241471713419533,1.514842998840002,2.5745391434585,2.6241471713419533,0.9743589743589743,0.7435897435897436,0.5128205128205128,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00063,2.615368889357288,1.3845759066565488,2.4510110089877153,2.615368889357288,0.9230769230769231,0.6923076923076923,0.46153846153846156,0.2564102564102564,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00064,2.5775084143732707,1.3844996019534226,2.476127175278865,2.5775084143732707,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00065,2.6109064835932005,1.3850331232339173,2.4428090022388873,2.6109064835932005,0.8974358974358975,0.6153846153846154,0.4358974358974359,0.23076923076923078,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00066,2.5547579582375337,1.3848370224536473,2.461811284430462,2.5547579582375337,0.8974358974358975,0.6153846153846154,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00067,2.6241471713419533,1.514842998840002,2.5745391434585,2.6241471713419533,0.9743589743589743,0.7435897435897436,0.5128205128205128,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00068,2.5535130000000024,1.3094936923076916,2.432384250000002,2.5535130000000024,0.8205128205128205,0.6153846153846154,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00069,2.6241471713419533,1.514842998840002,2.5745391434585,2.6241471713419533,0.9743589743589743,0.7435897435897436,0.5128205128205128,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00070,2.577889023486079,1.3855026201681393,2.4768172727836615,2.577889023486079,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00071,2.5775084143732707,1.3844996019534226,2.476127175278865,2.5775084143732707,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00072,2.6109064835932005,1.3850331232339173,2.4428090022388873,2.6109064835932005,0.8974358974358975,0.6153846153846154,0.4358974358974359,0.23076923076923078,0.05128205128205128,very_high_proxy_risk
scene_1_1_traj_00073,2.6241471713419533,1.514842998840002,2.5745391434585,2.6241471713419533,0.9743589743589743,0.7435897435897436,0.5128205128205128,0.28205128205128205,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00074,2.577889023486079,1.3855026201681393,2.4768172727836615,2.577889023486079,0.8717948717948718,0.6410256410256411,0.4358974358974359,0.23076923076923078,0.02564102564102564,very_high_proxy_risk
scene_1_1_traj_00075,2.56987910891544,1.4558974154115378,2.5556587307098217,2.56987910891544,0.9230769230769231,0.6666666666666666,0.46153846153846156,0.2564102564102564,0.07692307692307693,very_high_proxy_risk
scene_1_1_traj_00076,2.6472877052728987,1.5131981564254497,2.5045243073270695,2.6472877052728987,0.9487179487179487,0.717948717948718,0.48717948717948717,0.28205128205128205,0.05128205128205128,very_high_proxy_risk
