trajectory_id,source_trajectory_id,target_anchor_rank,keyframe_count,duration_sec,start_score,end_score,score_gain,min_real_score_step,max_real_score_step,route_objective,path_xyz_length,net_xyz_distance,path_to_net_ratio,target_distance_increase_step_count,target_distance_total_increase,planning_target_distance_total_increase,near_revisit_pair_count,minimum_nonadjacent_distance,total_yaw_change,total_pitch_change,max_control_turn_deg,physical_geometry_signature,real_node_path_signature
scene_1_3_true_gain2_distance10_01542,scene_1_3_true_gain2_no_backtrack_balanced_01542,1,10,17.771604,4.572392,6.702875,2.130484,0.056559,0.449628,45.194677,39.097529,27.425307,1.4256,0,0.0,0.0,0,3.053976,112.5,0.0,90.0,5c6d8a77a4cf20a095a6d81ba36912ab4732406d,1ce655e627e29effd488a72f6d396a10fe51eb3a
scene_1_3_true_gain2_distance10_01543,scene_1_3_true_gain2_no_backtrack_balanced_01543,1,9,17.767513,4.572392,6.702875,2.130484,0.056559,0.449628,45.194795,39.08853,27.425307,1.425272,0,0.0,0.0,0,4.941922,139.5,0.0,90.0,81cfb8475207b3ba0b3e6808f72bc5b16fe795ab,de58d9606542e3ae8e20d1f0342139002eda9a41
scene_1_3_true_gain2_distance10_01544,scene_1_3_true_gain2_no_backtrack_balanced_01544,1,9,18.057917,4.572392,6.702875,2.130484,0.057379,0.443924,45.195372,39.523329,27.425307,1.441126,0,0.0,0.0,0,6.63113,157.5,0.0,90.0,9b89b1033ce533ffa6eb10c9937681b51e2005ba,c07619c4fa677b9ca3080e21b937725ec7bdb752
scene_1_3_true_gain2_distance10_01545,scene_1_3_true_gain2_no_backtrack_balanced_01545,1,9,18.05314,4.572392,6.702875,2.130484,0.054658,0.443924,45.196707,39.512821,27.425307,1.440743,0,0.0,0.0,0,6.63113,139.5,0.0,90.0,e0aa88560a1cd4d0883e291bacd8c2958572fdfe,447b4356aad053d93e572a295eba909f16ab169c
scene_1_3_true_gain2_distance10_01546,scene_1_3_true_gain2_no_backtrack_balanced_01546,1,9,17.856335,4.572392,6.702875,2.130484,0.098488,0.449628,45.196924,39.283936,27.425307,1.432397,0,0.0,0.0,0,6.63113,112.5,0.0,95.694382,903d0f86ce3689e15169c4aa2eae548072dd29b6,08748351382289a3281d8c053d779ca5ebb92dc2
scene_1_3_true_gain2_distance10_01547,scene_1_3_true_gain2_no_backtrack_balanced_01547,1,9,17.761537,4.572392,6.702875,2.130484,0.089247,0.449628,45.197371,39.075382,27.425307,1.424793,0,0.0,0.0,0,6.037626,121.5,0.0,95.694382,9a492bce0022f205330ba8bdf1f700c27f3a20bc,171c185fcd9ec1f2809e9ea63fdd59cd1a02a22a
scene_1_3_true_gain2_distance10_01548,scene_1_3_true_gain2_no_backtrack_balanced_01548,1,9,18.040863,4.572392,6.702875,2.130484,0.050173,0.449628,45.198264,39.689899,27.425307,1.4472,0,0.0,0.0,0,6.198504,121.5,0.0,90.0,dea2e7fb41d6c7a1d98a48ce6a462dc2851011ca,041aee98b55c3b88d16c84aaaa91e45cefb6c564
scene_1_3_true_gain2_distance10_01549,scene_1_3_true_gain2_no_backtrack_balanced_01549,1,9,17.832089,4.572392,6.702875,2.130484,0.08008,0.394908,45.198292,39.230596,27.425307,1.430452,0,0.0,0.0,0,5.881022,114.5,0.0,95.035999,0e3d9642d4df9a9ba14c61c31287f397d6728981,b4b809be6856035ef005a013c1d6899febe4aeea
scene_1_3_true_gain2_distance10_01550,scene_1_3_true_gain2_no_backtrack_balanced_01550,1,9,17.783248,4.572392,6.702875,2.130484,0.158862,0.341733,45.198689,39.123145,27.425307,1.426534,0,0.0,0.0,0,6.198504,126.5,0.0,94.774282,00ca88a31a415c6018afa19e89b0febacbd05b47,765f2d315426fc077dbb3e6884cb0a438ae84bd4
scene_1_3_true_gain2_distance10_01551,scene_1_3_true_gain2_no_backtrack_balanced_01551,1,9,18.025303,4.572392,6.702875,2.130484,0.118509,0.395643,45.199043,39.655668,27.425307,1.445952,0,0.0,0.0,0,5.131975,139.5,20.0,90.0,ed9c265163bed74595ed73ba7eb107bb320cff21,5ea7a6b544b07f72acbd3c026f1cc43a02ac7045
